Joshua Project People Group Data

ROG3,Ctry,PeopleID3,ROP3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window,IndigenousCode,WorkersNeeded,Frontier,Latitude,Longitude
CY,Cyprus,15175,109692,"Filipino, Tagalog","Filipino, Tagalog",11000,5,N,tgl,Tagalog,5,1,Christianity,91.000,12.300,17,A008,"Malay Peoples",166,C0070,"Filipino, Central",56,10,"Europe, Western",EUR,Europe,N,N,,N,35.130824,33.340467
CY,Cyprus,11865,103298,Georgian,Georgian,13000,3,N,kat,Georgian,5,1,Christianity,87.000,1.400,12,A003,"Eurasian Peoples",157,C0061,Caucasus,25,10,"Europe, Western",EUR,Europe,N,N,,N,34.688836,33.051605
CY,Cyprus,11871,103305,German,German,2100,4,N,deu,"German, Standard",5,1,Christianity,64.000,2.400,12,A003,"Eurasian Peoples",175,C0079,Germanic,78,10,"Europe, Western",EUR,Europe,N,N,,N,34.691974,33.063924
CY,Cyprus,11942,103480,Greek,Greek,21000,3,N,ell,Greek,5,1,Christianity,91.000,0.400,12,A003,"Eurasian Peoples",178,C0082,Greek,71,10,"Europe, Western",EUR,Europe,N,N,,N,34.961465146873,33.196277240768
CY,Cyprus,19234,115643,"Jewish, Greek-speaking","Jewish, Greek",300,1,Y,ell,Greek,5,4,"Ethnic Religions",0.000,0.000,15,A006,Jewish,197,C0102,Jewish,2,10,"Europe, Western",EUR,Europe,N,Y,1,Y,34.957105468675,33.189003850549
CY,Cyprus,13775,106730,Moldovan,Moldovan,2600,4,N,ron,Romanian,5,1,Christianity,74.000,3.700,12,A003,"Eurasian Peoples",276,C0187,Romanian,20,10,"Europe, Western",EUR,Europe,N,N,,N,34.70902,33.04265
CY,Cyprus,14371,107987,Persian,Persian,1500,1,Y,pes,"Persian, Iranian",5,6,Islam,1.000,0.900,14,A005,Persian-Median,268,C0179,Persian,42,10,"Europe, Western",EUR,Europe,N,Y,1,N,34.684486,33.0209
CY,Cyprus,14431,108096,Polish,Polish,3200,3,N,pol,Polish,5,1,Christianity,90.000,0.250,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",45,10,"Europe, Western",EUR,Europe,N,N,,N,34.683489,33.03356
CY,Cyprus,12552,104693,"Romani, Carpathian","Romani, Carpathian",1300,2,N,rmc,"Romani, Carpathian",5,7,Non-Religious,30.000,2.000,12,A003,"Eurasian Peoples",354,C0279,Romani,8,10,"Europe, Western",EUR,Europe,N,N,,N,35.137142,33.3661
CY,Cyprus,14571,108398,Romanian,Romanian,27000,4,N,ron,Romanian,5,1,Christianity,94.000,5.400,12,A003,"Eurasian Peoples",276,C0187,Romanian,40,10,"Europe, Western",EUR,Europe,N,N,,N,35.133927,33.412488
CY,Cyprus,14598,108452,Russian,Russian,12000,3,N,rus,Russian,5,1,Christianity,66.000,1.200,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",70,10,"Europe, Western",EUR,Europe,N,N,,N,35.16819437587,33.361939770004
CY,Cyprus,14864,108856,Serb,Serb,1100,3,N,srp,Serbian,5,1,Christianity,81.000,0.600,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,10,"Europe, Western",EUR,Europe,N,N,,N,34.673821,33.024384
CY,Cyprus,14196,109305,Sinhalese,Sinhalese,8000,2,N,sin,Sinhala,5,2,Buddhism,6.000,1.200,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",17,10,"Europe, Western",EUR,Europe,N,N,,N,35.116346,33.396571
CY,Cyprus,19211,115527,"South Asian, general","South Asian, general",16000,1,Y,hin,Hindi,5,2,Buddhism,3.000,0.400,21,A012,"South Asian Peoples",468,A012,"South Asia - other",59,10,"Europe, Western",EUR,Europe,N,N,1,N,34.963965412242,33.196371408429
CY,Cyprus,15696,110376,Ukrainian,Ukrainian,4200,4,N,ukr,Ukrainian,5,1,Christianity,79.000,3.800,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",51,10,"Europe, Western",EUR,Europe,N,N,,N,35.129384,33.369947
CY,Cyprus,12700,105018,Vietnamese,Vietnamese,7700,2,N,vie,Vietnamese,5,2,Buddhism,9.400,1.200,20,A011,"Southeast Asian Peoples",316,C0228,Vietnamese,36,10,"Europe, Western",EUR,Europe,N,N,,N,34.672534,33.015082
EZ,Czechia,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",500,1,Y,arq,"Arabic, Algerian",4,6,Islam,0.300,0.200,10,A001,"Arab World",115,C0017,"Arab, Maghreb",19,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,50.086834,14.606165
EZ,Czechia,15741,110448,"Americans, U.S.","Americans, U.S.",2900,5,N,eng,English,5,1,Christianity,82.000,28.900,18,A009,"North American Peoples",109,C0011,Anglo-American,104,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.172081,14.47395
EZ,Czechia,10429,100516,Armenian,Armenian,1300,4,N,hyw,"Armenian, Western",5,1,Christianity,94.000,8.700,12,A003,"Eurasian Peoples",119,C0021,Armenian,55,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.106441,14.445482
EZ,Czechia,10491,100626,"Austrian, Bavarian","Austrian, Bavarian",1200,3,N,bar,Bavarian,5,1,Christianity,83.000,0.500,12,A003,"Eurasian Peoples",175,C0079,Germanic,21,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.60474,12.6635
EZ,Czechia,11065,101833,Belarusian,Belarusian,2700,3,N,bel,Belarusian,5,1,Christianity,71.000,1.300,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",30,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.215313,14.149312
EZ,Czechia,10953,101629,Bosniak,Bosniak,1500,1,Y,bos,Bosnian,5,6,Islam,0.300,0.100,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",24,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,50.111161,14.4852
EZ,Czechia,11140,102927,British,British,1300,4,N,eng,English,5,1,Christianity,60.000,8.800,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,126,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.082148867276,14.44676406391
EZ,Czechia,10998,101722,Bulgarian,Bulgarian,3200,3,N,bul,Bulgarian,5,1,Christianity,80.000,1.900,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",41,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.979423,14.242466
EZ,Czechia,19206,115066,"Chinese, general","Chinese, general",3400,4,N,cmn,"Chinese, Mandarin",5,7,Non-Religious,9.000,5.700,11,A002,"East Asian Peoples",161,C0065,Chinese,64,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.097593163094,14.38678258215
EZ,Czechia,11437,102315,Croat,Croat,2000,3,N,hrv,Croatian,5,1,Christianity,92.000,0.400,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",28,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.326427,14.532641
EZ,Czechia,11458,102346,Czech,Czech,9908000,2,N,ces,Czech,5,7,Non-Religious,26.000,0.700,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",29,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,,N,49.886410000321,15.371819999893
EZ,Czechia,19007,114916,Deaf,Deaf,21000,2,N,cse,"Czech Sign Language",1,7,Non-Religious,25.920,,26,A017,Deaf,328,C0252,Deaf,216,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,,N,50.01201,14.4774
EZ,Czechia,11659,102787,Dutch,Dutch,700,4,N,nld,Dutch,5,7,Non-Religious,47.000,4.300,12,A003,"Eurasian Peoples",175,C0079,Germanic,29,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.081121,14.454432
EZ,Czechia,11234,103059,French,French,800,3,N,fra,French,5,1,Christianity,61.000,1.000,12,A003,"Eurasian Peoples",172,C0076,French,113,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.17786,14.620322
EZ,Czechia,11871,103305,German,German,25000,4,N,deu,"German, Standard",5,1,Christianity,64.000,2.100,12,A003,"Eurasian Peoples",175,C0079,Germanic,78,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.51544,13.23201
EZ,Czechia,11942,103480,Greek,Greek,700,3,N,ell,Greek,5,1,Christianity,92.000,0.400,12,A003,"Eurasian Peoples",178,C0082,Greek,71,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.131646,14.163148
EZ,Czechia,12155,103918,Hungarian,Hungarian,11000,4,N,hun,Hungarian,5,1,Christianity,88.000,2.800,12,A003,"Eurasian Peoples",189,C0094,Hungarian,30,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.082804,14.130509
EZ,Czechia,12273,104096,Italian,Italian,1300,3,N,ita,Italian,5,1,Christianity,83.000,1.100,12,A003,"Eurasian Peoples",193,C0098,Italian,60,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.192822,14.369568
EZ,Czechia,19231,115640,"Jewish, Czech-speaking","Jewish, Czech",3900,1,Y,ces,Czech,5,4,"Ethnic Religions",0.000,0.000,15,A006,Jewish,197,C0102,Jewish,1,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,1,Y,49.88641,15.37182
EZ,Czechia,12599,104791,Kazakh,Kazakh,1900,1,Y,kaz,Kazakh,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",202,C0108,Kazakh,24,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,50.141335,14.568283
EZ,Czechia,13186,105968,Macedonian,Macedonian,1000,3,N,mkd,Macedonian,5,1,Christianity,66.000,0.200,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",29,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.058142,14.368776
EZ,Czechia,13775,106730,Moldovan,Moldovan,2800,4,N,ron,Romanian,5,1,Christianity,73.000,3.700,12,A003,"Eurasian Peoples",276,C0187,Romanian,20,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.090617,14.549261
EZ,Czechia,18605,114225,"Mongol, Khalka","Mongol, Khalka",2400,1,Y,khk,"Mongolian, Halh",5,2,Buddhism,0.200,0.100,11,A002,"East Asian Peoples",238,C0146,Mongolian,12,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,N,50.095957,14.445599
EZ,Czechia,14431,108096,Polish,Polish,38000,3,N,pol,Polish,5,1,Christianity,90.000,0.300,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",45,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.5864,18.72032
EZ,Czechia,14449,108129,Portuguese,Portuguese,1500,4,N,por,Portuguese,5,1,Christianity,94.000,3.000,12,A003,"Eurasian Peoples",271,C0182,"Portuguese, European",46,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.069427,14.269906
EZ,Czechia,12552,104693,"Romani, Carpathian","Romani, Carpathian",2700,2,N,rmc,"Romani, Carpathian",5,7,Non-Religious,35.000,0.700,12,A003,"Eurasian Peoples",354,C0279,Romani,8,9,"Europe, Eastern and Eurasia",EUR,Europe,N,Y,,N,49.44897,13.99687
EZ,Czechia,14202,109316,"Romani, Sinte","Romani, Sinte",5100,2,N,rmo,"Romani, Sinte",5,7,Non-Religious,35.000,1.000,12,A003,"Eurasian Peoples",354,C0279,Romani,13,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.49077,13.22191
EZ,Czechia,14963,109355,"Romani, Slovak","Romani, Slovak",22000,2,N,slk,Slovak,5,7,Non-Religious,35.000,0.500,12,A003,"Eurasian Peoples",354,C0279,Romani,2,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.060997,14.507055
EZ,Czechia,14571,108398,Romanian,Romanian,2300,4,N,ron,Romanian,5,1,Christianity,97.000,5.400,12,A003,"Eurasian Peoples",276,C0187,Romanian,40,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.07322,14.401962
EZ,Czechia,14598,108452,Russian,Russian,35000,3,N,rus,Russian,5,1,Christianity,67.000,1.200,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",70,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.089083507198,14.513540988526
EZ,Czechia,14601,108457,"Ruthenian, Rusyn","Ruthenian, Rusyn",800,3,N,rue,Rusyn,3,1,Christianity,90.000,0.500,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",6,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.182334,14.711262
EZ,Czechia,14864,108856,Serb,Serb,1600,3,N,srp,Serbian,5,1,Christianity,80.000,0.600,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",39,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.997704,14.341048
EZ,Czechia,20324,116044,"Silesian, Lower","Silesian, Lower",11000,3,N,sli,"Silesian, Lower",0,1,Christianity,85.000,1.000,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",2,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.019,16.433
EZ,Czechia,14962,109354,Slovak,Slovak,140000,3,N,slk,Slovak,5,1,Christianity,93.000,1.200,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",27,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.621458000187,18.321070999927
EZ,Czechia,18274,113818,Turk,Turk,2000,1,Y,tur,Turkish,5,6,Islam,0.000,0.000,24,A015,"Turkic Peoples",309,C0221,Turkish,68,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,1,Y,49.980561,14.616513
EZ,Czechia,15696,110376,Ukrainian,Ukrainian,93000,4,N,ukr,Ukrainian,5,1,Christianity,79.000,3.800,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",51,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,49.845985710872,18.287743487372
EZ,Czechia,12700,105018,Vietnamese,Vietnamese,39000,2,N,vie,Vietnamese,5,2,Buddhism,9.000,1.800,20,A011,"Southeast Asian Peoples",316,C0228,Vietnamese,36,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.083776329014,14.455814728567
EZ,Czechia,19218,115801,"Yugoslav former, general","Yugoslav former, general",1400,2,N,srp,Serbian,5,1,Christianity,50.000,0.500,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",4,9,"Europe, Eastern and Eurasia",EUR,Europe,N,N,,N,50.261579,14.232422
DA,Denmark,19314,115238,"Afghani, general","Afghani, general",20000,1,Y,prs,Dari,5,6,Islam,0.000,0.000,21,A012,"South Asian Peoples",463,A012,"South Asia Muslim - Pashtun",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,55.722454,12.464524
DA,Denmark,10218,100179,Akan,Akan,1900,5,N,aka,Akan,5,1,Christianity,74.000,29.000,22,A013,"Sub-Saharan Peoples",181,C0085,Guinean,13,10,"Europe, Western",EUR,Europe,N,N,,N,55.62,12.38
DA,Denmark,11880,103338,Albanian,Albanian,1400,1,Y,aln,"Albanian, Gheg",4,6,Islam,5.000,1.000,12,A003,"Eurasian Peoples",106,C0008,Albanian,21,10,"Europe, Western",EUR,Europe,N,N,1,N,55.619307,12.481486
DA,Denmark,10379,100226,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",900,1,Y,arq,"Arabic, Algerian",4,6,Islam,2.000,2.000,10,A001,"Arab World",115,C0017,"Arab, Maghreb",19,10,"Europe, Western",EUR,Europe,N,N,1,N,55.75894,12.58423
DA,Denmark,15741,110448,"Americans, U.S.","Americans, U.S.",12000,5,N,eng,English,5,1,Christianity,75.000,28.900,18,A009,"North American Peoples",109,C0011,Anglo-American,104,10,"Europe, Western",EUR,Europe,N,N,,N,55.674169,12.526985
DA,Denmark,10294,100293,"Amhara, Ethiopian","Amhara, Ethiopian",2100,3,N,amh,Amharic,5,1,Christianity,86.000,2.000,13,A004,"Horn of Africa Peoples",164,C0068,Ethio-Semitic,23,10,"Europe, Western",EUR,Europe,N,N,,N,55.585002,12.650969
DA,Denmark,10326,100354,Anglo-Australian,Anglo-Australian,3000,5,N,eng,English,5,1,Christianity,71.000,16.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,25,10,"Europe, Western",EUR,Europe,N,N,,N,55.73861,12.29962
DA,Denmark,10328,100356,Anglo-Canadian,Anglo-Canadian,3600,5,N,eng,English,5,1,Christianity,82.000,11.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,21,10,"Europe, Western",EUR,Europe,N,N,,N,55.718979,12.354636
DA,Denmark,10329,100357,"Anglo-New Zealander","Anglo-New Zealander",800,5,N,eng,English,5,1,Christianity,55.000,22.000,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,13,10,"Europe, Western",EUR,Europe,N,N,,N,55.667049,12.353469
DA,Denmark,10376,100427,"Arab, Arabic Gulf Spoken","Arab, Arabic Gulf Spoken",1400,4,N,afb,"Arabic, Gulf",3,6,Islam,6.000,4.000,10,A001,"Arab World",111,C0013,"Arab, Arabian",12,10,"Europe, Western",EUR,Europe,N,N,,N,55.7273,12.364487
DA,Denmark,11722,102879,"Arab, Egyptian","Arab, Egyptian",1700,4,N,arz,"Arabic, Egyptian",5,6,Islam,15.000,4.000,10,A001,"Arab World",163,C0067,Egyptian,35,10,"Europe, Western",EUR,Europe,N,N,,N,55.653084,12.51283
DA,Denmark,12247,104056,"Arab, Iraqi","Arab, Iraqi",35000,1,Y,acm,"Arabic, Mesopotamian",4,6,Islam,1.000,0.200,10,A001,"Arab World",113,C0015,"Arab, Levant",24,10,"Europe, Western",EUR,Europe,N,N,1,N,55.624312,12.483879
DA,Denmark,12368,104301,"Arab, Jordanian","Arab, Jordanian",1200,1,Y,apc,"Arabic, Levantine",3,6,Islam,3.000,0.300,10,A001,"Arab World",113,C0015,"Arab, Levant",12,10,"Europe, Western",EUR,Europe,N,N,1,N,55.694962,12.438533
DA,Denmark,13017,105688,"Arab, Lebanese","Arab, Lebanese",31000,2,N,apc,"Arabic, Levantine",3,6,Islam,34.000,0.500,10,A001,"Arab World",113,C0015,"Arab, Levant",42,10,"Europe, Western",EUR,Europe,N,N,,N,55.71271,12.57343
DA,Denmark,13819,106804,"Arab, Moroccan","Arab, Moroccan",6000,1,Y,ary,"Arabic, Moroccan",4,6,Islam,0.600,0.300,10,A001,"Arab World",115,C0017,"Arab, Maghreb",22,10,"Europe, Western",EUR,Europe,N,N,1,N,55.715494,12.573874
DA,Denmark,14276,107785,"Arab, Palestinian","Arab, Palestinian",21000,2,N,apc,"Arabic, Levantine",3,6,Islam,20.000,0.100,10,A001,"Arab World",113,C0015,"Arab, Levant",26,10,"Europe, Western",EUR,Europe,N,N,,N,55.693229,12.560161
DA,Denmark,15104,109571,"Arab, Sudanese","Arab, Sudanese",700,2,N,apd,"Arabic, Sudanese",4,6,Islam,10.000,2.000,10,A001,"Arab World",117,C0019,"Arab, Sudan",19,10,"Europe, Western",EUR,Europe,N,N,,N,55.75406,12.45881
DA,Denmark,15152,109662,"Arab, Syrian","Arab, Syrian",45000,2,N,apc,"Arabic, Levantine",3,6,Islam,6.000,2.000,10,A001,"Arab World",113,C0015,"Arab, Levant",38,10,"Europe, Western",EUR,Europe,N,N,,N,55.73119,12.5308
DA,Denmark,15641,110285,"Arab, Tunisian","Arab, Tunisian",900,1,Y,aeb,"Arabic, Tunisian",4,6,Islam,0.000,0.000,10,A001,"Arab World",115,C0017,"Arab, Maghreb",12,10,"Europe, Western",EUR,Europe,N,N,1,Y,55.66382,12.58417
DA,Denmark,10421,100492,"Argentinian, White","Argentinian, White",1200,5,N,spa,Spanish,5,1,Christianity,96.000,12.000,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,9,10,"Europe, Western",EUR,Europe,N,N,,N,55.7494,12.561702
DA,Denmark,10429,100516,Armenian,Armenian,700,4,N,hyw,"Armenian, Western",5,1,Christianity,94.000,8.700,12,A003,"Eurasian Peoples",119,C0021,Armenian,55,10,"Europe, Western",EUR,Europe,N,N,,N,55.688974084644,12.455687809025
DA,Denmark,10491,100626,"Austrian, Bavarian","Austrian, Bavarian",1800,3,N,bar,Bavarian,5,1,Christianity,85.000,0.300,12,A003,"Eurasian Peoples",175,C0079,Germanic,21,10,"Europe, Western",EUR,Europe,N,N,,N,55.736072,12.316814
DA,Denmark,11065,101833,Belarusian,Belarusian,700,3,N,bel,Belarusian,5,1,Christianity,70.000,2.000,12,A003,"Eurasian Peoples",283,C0194,"Slav, Eastern",30,10,"Europe, Western",EUR,Europe,N,N,,N,55.66921,12.61228
DA,Denmark,10953,101629,Bosniak,Bosniak,17000,1,Y,bos,Bosnian,5,6,Islam,0.400,0.100,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",24,10,"Europe, Western",EUR,Europe,N,N,1,N,55.664519,12.397332
DA,Denmark,10966,101662,"Brazilian, White","Brazilian, White",7100,5,N,por,Portuguese,5,1,Christianity,90.000,29.000,16,A007,"Latin-Caribbean Americans",270,C0181,"Portuguese, Brazilian",16,10,"Europe, Western",EUR,Europe,N,N,,N,55.716069,12.412478
DA,Denmark,11140,102927,British,British,18000,4,N,eng,English,5,1,Christianity,60.000,8.800,12,A003,"Eurasian Peoples",110,C0012,Anglo-Celt,126,10,"Europe, Western",EUR,Europe,N,N,,N,55.689653171557,12.544811391333
DA,Denmark,10998,101722,Bulgarian,Bulgarian,10000,3,N,bul,Bulgarian,5,1,Christianity,80.000,2.000,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",41,10,"Europe, Western",EUR,Europe,N,N,,N,55.61771,12.3449
DA,Denmark,11029,101776,Burmese,Burmese,1900,1,Y,mya,Burmese,5,2,Buddhism,2.000,2.000,23,A014,"Tibetan-Himalayan Peoples",154,C0058,Burmese,18,10,"Europe, Western",EUR,Europe,N,N,1,N,55.6101,12.45587
DA,Denmark,11335,102113,Chilean,Chilean,1600,5,N,spa,Spanish,5,1,Christianity,90.000,18.000,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,16,10,"Europe, Western",EUR,Europe,N,N,,N,55.752016,12.47984
DA,Denmark,19206,115066,"Chinese, general","Chinese, general",13000,4,N,cmn,"Chinese, Mandarin",5,7,Non-Religious,9.000,5.700,11,A002,"East Asian Peoples",161,C0065,Chinese,64,10,"Europe, Western",EUR,Europe,N,N,,N,55.663987,12.462499
DA,Denmark,11404,102261,"Colombian, White","Colombian, White",3400,4,N,spa,Spanish,5,1,Christianity,94.000,6.000,16,A007,"Latin-Caribbean Americans",188,C0093,Hispanic,4,10,"Europe, Western",EUR,Europe,N,N,,N,55.733597,12.532706
DA,Denmark,11437,102315,Croat,Croat,2400,3,N,hrv,Croatian,5,1,Christianity,92.000,0.400,12,A003,"Eurasian Peoples",284,C0195,"Slav, Southern",28,10,"Europe, Western",EUR,Europe,N,N,,N,55.689088685994,12.549662275094
DA,Denmark,11458,102346,Czech,Czech,1700,4,N,ces,Czech,5,7,Non-Religious,26.000,3.000,12,A003,"Eurasian Peoples",285,C0196,"Slav, Western",29,10,"Europe, Western",EUR,Europe,N,N,,N,55.695746,12.444017
DA,Denmark,11496,102439,Danish,Danish,5055000,4,N,dan,Danish,5,1,Christianity,88.000,3.600,12,A003,"Eurasian Peoples",279,C0190,Scandinavian,20,10,"Europe, Western",EUR,Europe,N,Y,,N,54.948500000075,9.518820000043
DA,Denmark,11497,102440,"Danish Traveller","Danish Traveller",3500,3,N,dan,Danish,5,1,Christianity,90.000,1.000,12,A003,"Eurasian Peoples",354,C0279,Romani,1,10,"Europe, Western",EUR,Europe,N,Y,,N,55.560500000075,12.058950000242
DA,Denmark,19007,114916,Deaf,Deaf,12000,3,N,dsl,"Danish Sign Language",3,1,Christianity,85.290,,26,A017,Deaf,328,C0252,Deaf,216,10,"Europe, Western",EUR,Europe,N,Y,,N,55.82574,12.31866
DA,Denmark,16745,111992,Drukpa,"Drukpa, Dzongkha",700,1,Y,dzo,Dzongkha,5,2,Buddhism,0.000,0.000,21,A012,"South Asian Peoples",402,A012,"South Asia Buddhist",3,10,"Europe, Western",EUR,Europe,N,N,1,Y,55.739057,12.30672
DA,Denmark,11659,102787,Dutch,Dutch,7100,4,N,nld,Dutch,5,7,Non-Religious,46.000,4.300,12,A003,"Eurasian Peoples",175,C0079,Germanic,29,10,"Europe, Western",EUR,Europe,N,N,,N,56.158670008014,10.206766931149
DA,Denmark,19224,115196,"Ecuadorian, White","Ecuadorian, White",600,4,N,spa,Spanish,5,1,Christianity,95.000,9.000,16,A007,"Latin-Caribbean Americans",274,C0185,Quechua,2,10,"Europe, Western",EUR,Europe,N,N,,N,55.725574,12.385525
DA,Denmark,11943,103483,"Eskimo, Greenlander","Eskimo, Greenlander",7600,4,N,kal,Greenlandic,5,1,Christianity,96.000,4.700,18,A009,"North American Peoples",192,C0097,Inuit,2,10,"Europe, Western",EUR,Europe,N,N,,N,55.85055,9.33992
DA,Denmark,11157,102954,Estonian,Estonian,1400,4,N,ekk,"Estonian, Standard",5,7,Non-Religious,40.000,6.000,12,A003,"Eurasian Peoples",169,C0073,Finno-Ugric,22,10,"Europe, Western",EUR,Europe,N,N,,N,55.65054,12.624859
DA,Denmark,11175,102982,"Faroe Islander","Faroe Islander",21000,5,N,fao,Faroese,5,1,Christianity,91.000,28.800,12,A003,"Eurasian Peoples",279,C0190,Scandinavian,2,10,"Europe, Western",EUR,Europe,N,Y,,N,55.682560503664,12.530256453972
DA,Denmark,15175,109692,"Filipino, Tagalog","Filipino, Tagalog",11000,5,N,tgl,Tagalog,5,1,Christianity,95.000,12.300,17,A008,"Malay Peoples",166,C0070,"Filipino, Central",56,10,"Europe, Western",EUR,Europe,N,N,,N,55.649044,12.411113
DA,Denmark,11205,103021,Finnish,Finnish,3700,5,N,fin,Finnish,5,1,Christianity,84.000,12.100,12,A003,"Eurasian Peoples",169,C0073,Finno-Ugric,17,10,"Europe, Western",EUR,Europe,N,N,,N,55.656767,12.605858
DA,Denmark,11217,103034,Flemish,Flemish,2000,3,N,vls,"West Flemish",3,1,Christianity,70.000,2.000,12,A003,"Eurasian Peoples",175,C0079,Germanic,13,10,"Europe, Western",EUR,Europe,N,N,,N,55.633214,12.60881
DA,Denmark,11234,103059,French,French,6900,3,N,fra,French,5,1,Christianity,61.000,1.000,12,A003,"Eurasian Peoples",172,C0076,French,113,10,"Europe, Western",EUR,Europe,N,N,,N,55.710957,12.52571
DA,Denmark,11871,103305,German,German,39000,4,N,deu,"German, Standard",5,1,Christianity,64.000,2.100,12,A003,"Eurasian Peoples",175,C0079,Germanic,78,10,"Europe, Western",EUR,Europe,N,N,,N,54.92118,8.956
DA,Denmark,11870,103304,"German Swiss","German Swiss",2600,4,N,gsw,"German, Swiss",4,1,Christianity,78.000,4.000,12,A003,"Eurasian Peoples",355,C0280,Swiss,16,10,"Europe, Western",EUR,Europe,N,N,,N,55.634718,12.47671
DA,Denmark,11942,103480,Greek,Greek,3400,3,N,ell,Greek,5,1,Christianity,95.000,0.250,12,A003,"Eurasian Peoples",178,C0082,Greek,71,10,"Europe, Western",EUR,Europe,N,N,,N,55.661919,12.6106
DA,Denmark,12155,103918,Hungarian,"Hungarian, Magyar",5500,4,N,hun,Hungarian,5,1,Christianity,85.000,3.000,12,A003,"Eurasian Peoples",189,C0094,Hungarian,30,10,"Europe, Western",EUR,Europe,N,N,,N,55.647045,12.618066
